,nominees,details,imdb_urls,award_show,year,award,winner,ref_year
2,Once Upon a Time... in Hollywood,Quentin Tarantino,https://www.imdb.com//title/tt7131622/?ref_=ev_nom,Satellite,2019,"Best Screenplay, Original",0,1
3,Pain and Glory,Pedro Almodóvar,https://www.imdb.com//title/tt8291806/?ref_=ev_nom,Satellite,2019,"Best Screenplay, Original",0,1
4,Parasite,"Bong Joon Ho, Jin Won Han",https://www.imdb.com//title/tt6751668/?ref_=ev_nom,Satellite,2019,"Best Screenplay, Original",0,1
5,The Farewell,Lulu Wang,https://www.imdb.com//title/tt8637428/?ref_=ev_nom,Satellite,2019,"Best Screenplay, Original",0,1
0,Ford v Ferrari,"Donald Sylvester, Paul Massey, David Giammarco, Steven Morrow",https://www.imdb.com//title/tt1950186/?ref_=ev_nom,Satellite,2019,Best Sound (Editing & Mixing),1,1
1,1917,"Oliver Tarney, Stuart Wilson, Scott Millan, Mark Taylor",https://www.imdb.com//title/tt8579674/?ref_=ev_nom,Satellite,2019,Best Sound (Editing & Mixing),0,1
2,Avengers: Endgame,"Shannon Mills, Daniel Laurie, Tom Johnson, Juan Peralta, John Pritchett",https://www.imdb.com//title/tt4154796/?ref_=ev_nom,Satellite,2019,Best Sound (Editing & Mixing),0,1
3,Joker,"Alan Robert Murray, Tom Ozanich, Dean A. Zupancic",https://www.imdb.com//title/tt7286456/?ref_=ev_nom,Satellite,2019,Best Sound (Editing & Mixing),0,1
4,Once Upon a Time... in Hollywood,"Wylie Stateman, Mark Ulano, Michael Minkler, Christian P. Minkler",https://www.imdb.com//title/tt7131622/?ref_=ev_nom,Satellite,2019,Best Sound (Editing & Mixing),0,1
5,Rocketman,"Matthew Collinge, John Hayes",https://www.imdb.com//title/tt2066051/?ref_=ev_nom,Satellite,2019,Best Sound (Editing & Mixing),0,1
0,Fleabag,,https://www.imdb.com//title/tt5687612/?ref_=ev_nom,Satellite,2019,"Best Television Series, Comedy or Musical",1,1
1,Barry,,https://www.imdb.com//title/tt5348176/?ref_=ev_nom,Satellite,2019,"Best Television Series, Comedy or Musical",0,1
2,Russian Doll,,https://www.imdb.com//title/tt7520794/?ref_=ev_nom,Satellite,2019,"Best Television Series, Comedy or Musical",0,1
3,The Good Place,,https://www.imdb.com//title/tt4955642/?ref_=ev_nom,Satellite,2019,"Best Television Series, Comedy or Musical",0,1
4,The Kominsky Method,,https://www.imdb.com//title/tt7255502/?ref_=ev_nom,Satellite,2019,"Best Television Series, Comedy or Musical",0,1
5,The Righteous Gemstones,,https://www.imdb.com//title/tt8634332/?ref_=ev_nom,Satellite,2019,"Best Television Series, Comedy or Musical",0,1
0,Succession,,https://www.imdb.com//title/tt7660850/?ref_=ev_nom,Satellite,2019,"Best Television Series, Drama",1,1
1,Killing Eve,,https://www.imdb.com//title/tt7016936/?ref_=ev_nom,Satellite,2019,"Best Television Series, Drama",0,1
2,Mindhunter,,https://www.imdb.com//title/tt5290382/?ref_=ev_nom,Satellite,2019,"Best Television Series, Drama",0,1
3,Mr. Mercedes,,https://www.imdb.com//title/tt4354880/?ref_=ev_nom,Satellite,2019,"Best Television Series, Drama",0,1
4,The Affair,,https://www.imdb.com//title/tt2699110/?ref_=ev_nom,Satellite,2019,"Best Television Series, Drama",0,1
5,The Crown,,https://www.imdb.com//title/tt4786824/?ref_=ev_nom,Satellite,2019,"Best Television Series, Drama",0,1
0,Stranger Things,,https://www.imdb.com//title/tt4574334/?ref_=ev_nom,Satellite,2019,"Best Television Series, Genre",1,1
1,Carnival Row,,https://www.imdb.com//title/tt0489974/?ref_=ev_nom,Satellite,2019,"Best Television Series, Genre",0,1
2,Game of Thrones,,https://www.imdb.com//title/tt0944947/?ref_=ev_nom,Satellite,2019,"Best Television Series, Genre",0,1
3,His Dark Materials,,https://www.imdb.com//title/tt5607976/?ref_=ev_nom,Satellite,2019,"Best Television Series, Genre",0,1
4,The Terror,,https://www.imdb.com//title/tt2708480/?ref_=ev_nom,Satellite,2019,"Best Television Series, Genre",0,1
5,Watchmen,,https://www.imdb.com//title/tt7049682/?ref_=ev_nom,Satellite,2019,"Best Television Series, Genre",0,1
0,Alita: Battle Angel,"Joe Letteri, Eric Saindon",https://www.imdb.com//title/tt0437086/?ref_=ev_nom,Satellite,2019,Best Visual Effects,1,1
1,Avengers: Endgame,"Dan DeLeeuw, Matt Aitken, Russell Earl, Daniel Sudick",https://www.imdb.com//title/tt4154796/?ref_=ev_nom,Satellite,2019,Best Visual Effects,0,1
2,Ford v Ferrari,"Olivier Dumont, Mark R. Byers, Kathy Siegel",https://www.imdb.com//title/tt1950186/?ref_=ev_nom,Satellite,2019,Best Visual Effects,0,1
3,Joker,"Edwin Rivera, Mathew Giampa, Bryan Godwin",https://www.imdb.com//title/tt7286456/?ref_=ev_nom,Satellite,2019,Best Visual Effects,0,1
4,The Irishman,Pablo Helman,https://www.imdb.com//title/tt1302006/?ref_=ev_nom,Satellite,2019,Best Visual Effects,0,1
5,The Lion King,"Robert Legato, Andrew R. Jones, Adam Valdez, Elliot Newman",https://www.imdb.com//title/tt6105098/?ref_=ev_nom,Satellite,2019,Best Visual Effects,0,1
0,Knives Out,,https://www.imdb.com//title/tt8946378/?ref_=ev_nom,Satellite,2019,"Best Ensemble, Motion Picture",1,1
0,Succession,,https://www.imdb.com//title/tt7660850/?ref_=ev_nom,Satellite,2019,"Best Ensemble, Television",1,1
0,Darren Criss,American Crime Story (The Assassination of Gianni Versace),https://www.imdb.com//name/nm2023050/?ref_=ev_nom,Satellite,2019,Best Actor in a Miniseries & Limited Series or a Motion Picture Made for Television,1,2
1,Benedict Cumberbatch,Patrick Melrose,https://www.imdb.com//name/nm1212722/?ref_=ev_nom,Satellite,2019,Best Actor in a Miniseries & Limited Series or a Motion Picture Made for Television,0,2
2,Daniel Brühl,The Alienist,https://www.imdb.com//name/nm0117709/?ref_=ev_nom,Satellite,2019,Best Actor in a Miniseries & Limited Series or a Motion Picture Made for Television,0,2
3,Hugh Grant,A Very English Scandal,https://www.imdb.com//name/nm0000424/?ref_=ev_nom,Satellite,2019,Best Actor in a Miniseries & Limited Series or a Motion Picture Made for Television,0,2
4,Jared Harris,The Terror,https://www.imdb.com//name/nm0364813/?ref_=ev_nom,Satellite,2019,Best Actor in a Miniseries & Limited Series or a Motion Picture Made for Television,0,2
5,Jeff Daniels,The Looming Tower,https://www.imdb.com//name/nm0001099/?ref_=ev_nom,Satellite,2019,Best Actor in a Miniseries & Limited Series or a Motion Picture Made for Television,0,2
0,Rami Malek,Bohemian Rhapsody,https://www.imdb.com//name/nm1785339/?ref_=ev_nom,Satellite,2019,"Best Actor in a Motion Picture, Comedy or Musical",1,2
1,Bradley Cooper,A Star Is Born,https://www.imdb.com//name/nm0177896/?ref_=ev_nom,Satellite,2019,"Best Actor in a Motion Picture, Comedy or Musical",0,2
2,John David Washington,BlacKkKlansman,https://www.imdb.com//name/nm0913475/?ref_=ev_nom,Satellite,2019,"Best Actor in a Motion Picture, Comedy or Musical",0,2
3,Lin-Manuel Miranda,Mary Poppins Returns,https://www.imdb.com//name/nm0592135/?ref_=ev_nom,Satellite,2019,"Best Actor in a Motion Picture, Comedy or Musical",0,2
4,Nick Robinson,"Love, Simon",https://www.imdb.com//name/nm3538718/?ref_=ev_nom,Satellite,2019,"Best Actor in a Motion Picture, Comedy or Musical",0,2
5,Viggo Mortensen,Green Book,https://www.imdb.com//name/nm0001557/?ref_=ev_nom,Satellite,2019,"Best Actor in a Motion Picture, Comedy or Musical",0,2
0,Willem Dafoe,At Eternity's Gate,https://www.imdb.com//name/nm0000353/?ref_=ev_nom,Satellite,2019,"Best Actor in a Motion Picture, Drama",1,2
1,Ben Foster,Leave No Trace,https://www.imdb.com//name/nm0004936/?ref_=ev_nom,Satellite,2019,"Best Actor in a Motion Picture, Drama",0,2
2,Ethan Hawke,First Reformed,https://www.imdb.com//name/nm0000160/?ref_=ev_nom,Satellite,2019,"Best Actor in a Motion Picture, Drama",0,2
3,Lucas Hedges,Boy Erased,https://www.imdb.com//name/nm2348627/?ref_=ev_nom,Satellite,2019,"Best Actor in a Motion Picture, Drama",0,2
4,Robert Redford,The Old Man & the Gun,https://www.imdb.com//name/nm0000602/?ref_=ev_nom,Satellite,2019,"Best Actor in a Motion Picture, Drama",0,2
5,Ryan Gosling,First Man,https://www.imdb.com//name/nm0331516/?ref_=ev_nom,Satellite,2019,"Best Actor in a Motion Picture, Drama",0,2
0,Bill Hader,Barry,https://www.imdb.com//name/nm0352778/?ref_=ev_nom,Satellite,2019,"Best Actor in a Series, Comedy or Musical",1,2
1,Anthony Anderson,Black-ish,https://www.imdb.com//name/nm0026364/?ref_=ev_nom,Satellite,2019,"Best Actor in a Series, Comedy or Musical",0,2
2,Donald Glover,Atlanta,https://www.imdb.com//name/nm2255973/?ref_=ev_nom,Satellite,2019,"Best Actor in a Series, Comedy or Musical",0,2
3,Ted Danson,The Good Place,https://www.imdb.com//name/nm0001101/?ref_=ev_nom,Satellite,2019,"Best Actor in a Series, Comedy or Musical",0,2
4,Thomas Middleditch,Silicon Valley,https://www.imdb.com//name/nm3042755/?ref_=ev_nom,Satellite,2019,"Best Actor in a Series, Comedy or Musical",0,2
5,William H. Macy,Shameless,https://www.imdb.com//name/nm0000513/?ref_=ev_nom,Satellite,2019,"Best Actor in a Series, Comedy or Musical",0,2
0,Brendan Gleeson,Mr. Mercedes,https://www.imdb.com//name/nm0322407/?ref_=ev_nom,Satellite,2019,"Best Actor in a Series, Drama/Genre",1,2
1,Billy Bob Thornton,Goliath,https://www.imdb.com//name/nm0000671/?ref_=ev_nom,Satellite,2019,"Best Actor in a Series, Drama/Genre",0,2
2,Bob Odenkirk,Better Call Saul,https://www.imdb.com//name/nm0644022/?ref_=ev_nom,Satellite,2019,"Best Actor in a Series, Drama/Genre",0,2
3,J.K. Simmons,Counterpart,https://www.imdb.com//name/nm0799777/?ref_=ev_nom,Satellite,2019,"Best Actor in a Series, Drama/Genre",0,2
4,Jason Bateman,Ozark,https://www.imdb.com//name/nm0000867/?ref_=ev_nom,Satellite,2019,"Best Actor in a Series, Drama/Genre",0,2
5,Matthew Rhys,The Americans,https://www.imdb.com//name/nm0722629/?ref_=ev_nom,Satellite,2019,"Best Actor in a Series, Drama/Genre",0,2
0,Richard E. Grant,Can You Ever Forgive Me?,https://www.imdb.com//name/nm0001290/?ref_=ev_nom,Satellite,2019,Best Actor in a Supporting Role,1,2
1,Adam Driver,BlacKkKlansman,https://www.imdb.com//name/nm3485845/?ref_=ev_nom,Satellite,2019,Best Actor in a Supporting Role,0,2
2,Mahershala Ali,Green Book,https://www.imdb.com//name/nm0991810/?ref_=ev_nom,Satellite,2019,Best Actor in a Supporting Role,0,2
3,Russell Crowe,Boy Erased,https://www.imdb.com//name/nm0000128/?ref_=ev_nom,Satellite,2019,Best Actor in a Supporting Role,0,2
4,Sam Elliott,A Star Is Born,https://www.imdb.com//name/nm0000385/?ref_=ev_nom,Satellite,2019,Best Actor in a Supporting Role,0,2
5,Timothée Chalamet,Beautiful Boy,https://www.imdb.com//name/nm3154303/?ref_=ev_nom,Satellite,2019,Best Actor in a Supporting Role,0,2
0,Hugo Weaving,Patrick Melrose,https://www.imdb.com//name/nm0915989/?ref_=ev_nom,Satellite,2019,"Best Actor in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television",1,2
1,Ben Whishaw,A Very English Scandal,https://www.imdb.com//name/nm0924210/?ref_=ev_nom,Satellite,2019,"Best Actor in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television",0,2
2,Edgar Ramírez,American Crime Story (The Assassination of Gianni Versace),https://www.imdb.com//name/nm1183149/?ref_=ev_nom,Satellite,2019,"Best Actor in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television",0,2
3,John Macmillan,King Lear,https://www.imdb.com//name/nm3025293/?ref_=ev_nom,Satellite,2019,"Best Actor in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television",0,2
4,Mark Duplass,Goliath,https://www.imdb.com//name/nm0243233/?ref_=ev_nom,Satellite,2019,"Best Actor in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television",0,2
5,Paul Ready,The Terror,https://www.imdb.com//name/nm0713961/?ref_=ev_nom,Satellite,2019,"Best Actor in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television",0,2
0,Amy Adams,Sharp Objects,https://www.imdb.com//name/nm0010736/?ref_=ev_nom,Satellite,2019,Best Actress in a Miniseries & Limited Series or a Motion Picture Made for Television,1,2
1,Dakota Fanning,The Alienist,https://www.imdb.com//name/nm0266824/?ref_=ev_nom,Satellite,2019,Best Actress in a Miniseries & Limited Series or a Motion Picture Made for Television,0,2
2,Emma Stone,Maniac,https://www.imdb.com//name/nm1297015/?ref_=ev_nom,Satellite,2019,Best Actress in a Miniseries & Limited Series or a Motion Picture Made for Television,0,2
3,Laura Dern,The Tale,https://www.imdb.com//name/nm0000368/?ref_=ev_nom,Satellite,2019,Best Actress in a Miniseries & Limited Series or a Motion Picture Made for Television,0,2
0,Olivia Colman,The Favourite,https://www.imdb.com//name/nm1469236/?ref_=ev_nom,Satellite,2019,"Best Actress in a Motion Picture, Comedy or Musical",1,2
1,Constance Wu,Crazy Rich Asians,https://www.imdb.com//name/nm2090422/?ref_=ev_nom,Satellite,2019,"Best Actress in a Motion Picture, Comedy or Musical",0,2
2,Elsie Fisher,Eighth Grade,https://www.imdb.com//name/nm3220568/?ref_=ev_nom,Satellite,2019,"Best Actress in a Motion Picture, Comedy or Musical",0,2
3,Emily Blunt,Mary Poppins Returns,https://www.imdb.com//name/nm1289434/?ref_=ev_nom,Satellite,2019,"Best Actress in a Motion Picture, Comedy or Musical",0,2
4,Lady Gaga,A Star Is Born,https://www.imdb.com//name/nm3078932/?ref_=ev_nom,Satellite,2019,"Best Actress in a Motion Picture, Comedy or Musical",0,2
5,Trine Dyrholm,"Nico, 1988",https://www.imdb.com//name/nm0245988/?ref_=ev_nom,Satellite,2019,"Best Actress in a Motion Picture, Comedy or Musical",0,2
0,Glenn Close,The Wife,https://www.imdb.com//name/nm0000335/?ref_=ev_nom,Satellite,2019,"Best Actress in a Motion Picture, Drama",1,2
1,Melissa McCarthy,Can You Ever Forgive Me?,https://www.imdb.com//name/nm0565250/?ref_=ev_nom,Satellite,2019,"Best Actress in a Motion Picture, Drama",0,2
2,Nicole Kidman,Destroyer,https://www.imdb.com//name/nm0000173/?ref_=ev_nom,Satellite,2019,"Best Actress in a Motion Picture, Drama",0,2
3,Rosamund Pike,A Private War,https://www.imdb.com//name/nm0683253/?ref_=ev_nom,Satellite,2019,"Best Actress in a Motion Picture, Drama",0,2
4,Viola Davis,Widows,https://www.imdb.com//name/nm0205626/?ref_=ev_nom,Satellite,2019,"Best Actress in a Motion Picture, Drama",0,2
5,Yalitza Aparicio,Roma,https://www.imdb.com//name/nm8611957/?ref_=ev_nom,Satellite,2019,"Best Actress in a Motion Picture, Drama",0,2
0,Issa Rae,Insecure,https://www.imdb.com//name/nm4793987/?ref_=ev_nom,Satellite,2019,"Best Actress in a Series, Comedy or Musical",1,2
1,Alison Brie,GLOW,https://www.imdb.com//name/nm1555340/?ref_=ev_nom,Satellite,2019,"Best Actress in a Series, Comedy or Musical",0,2
2,Christina Hendricks,Good Girls,https://www.imdb.com//name/nm0376716/?ref_=ev_nom,Satellite,2019,"Best Actress in a Series, Comedy or Musical",0,2
3,Ellie Kemper,Unbreakable Kimmy Schmidt,https://www.imdb.com//name/nm2608689/?ref_=ev_nom,Satellite,2019,"Best Actress in a Series, Comedy or Musical",0,2
4,Niecy Nash,Claws,https://www.imdb.com//name/nm0621788/?ref_=ev_nom,Satellite,2019,"Best Actress in a Series, Comedy or Musical",0,2
5,Tracee Ellis Ross,Black-ish,https://www.imdb.com//name/nm0743896/?ref_=ev_nom,Satellite,2019,"Best Actress in a Series, Comedy or Musical",0,2
0,Julia Roberts,Homecoming,https://www.imdb.com//name/nm0000210/?ref_=ev_nom,Satellite,2019,"Best Actress in a Series, Drama/Genre",1,2
1,Elisabeth Moss,The Handmaid's Tale,https://www.imdb.com//name/nm0005253/?ref_=ev_nom,Satellite,2019,"Best Actress in a Series, Drama/Genre",0,2
2,Jodie Whittaker,Doctor Who,https://www.imdb.com//name/nm2092886/?ref_=ev_nom,Satellite,2019,"Best Actress in a Series, Drama/Genre",0,2
3,Keri Russell,The Americans,https://www.imdb.com//name/nm0005392/?ref_=ev_nom,Satellite,2019,"Best Actress in a Series, Drama/Genre",0,2
4,Sandra Oh,Killing Eve,https://www.imdb.com//name/nm0644897/?ref_=ev_nom,Satellite,2019,"Best Actress in a Series, Drama/Genre",0,2
0,Regina King,If Beale Street Could Talk,https://www.imdb.com//name/nm0005093/?ref_=ev_nom,Satellite,2019,Best Actress in a Supporting Role,1,2
1,Claire Foy,First Man,https://www.imdb.com//name/nm2946516/?ref_=ev_nom,Satellite,2019,Best Actress in a Supporting Role,0,2
2,Emma Stone,The Favourite,https://www.imdb.com//name/nm1297015/?ref_=ev_nom,Satellite,2019,Best Actress in a Supporting Role,0,2
3,Margot Robbie,Mary Queen of Scots,https://www.imdb.com//name/nm3053338/?ref_=ev_nom,Satellite,2019,Best Actress in a Supporting Role,0,2
4,Nicole Kidman,Boy Erased,https://www.imdb.com//name/nm0000173/?ref_=ev_nom,Satellite,2019,Best Actress in a Supporting Role,0,2
5,Rachel Weisz,The Favourite,https://www.imdb.com//name/nm0001838/?ref_=ev_nom,Satellite,2019,Best Actress in a Supporting Role,0,2
0,Sharon Stone,Mosaic,https://www.imdb.com//name/nm0000232/?ref_=ev_nom,Satellite,2019,"Best Actress in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television",1,2
1,Emma Thompson,King Lear,https://www.imdb.com//name/nm0000668/?ref_=ev_nom,Satellite,2019,"Best Actress in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television",0,2
2,Jennifer Jason Leigh,Patrick Melrose,https://www.imdb.com//name/nm0000492/?ref_=ev_nom,Satellite,2019,"Best Actress in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television",0,2
3,Justine Lupe,Mr. Mercedes,https://www.imdb.com//name/nm4419771/?ref_=ev_nom,Satellite,2019,"Best Actress in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television",0,2
4,Nive Nielsen,The Terror,https://www.imdb.com//name/nm2156044/?ref_=ev_nom,Satellite,2019,"Best Actress in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television",0,2
5,Penélope Cruz,American Crime Story (The Assassination of Gianni Versace),https://www.imdb.com//name/nm0004851/?ref_=ev_nom,Satellite,2019,"Best Actress in a Supporting Role in a Series, Miniseries & Limited Series or a Motion Picture Made for Television",0,2
0,Mary Poppins Returns,,https://www.imdb.com//title/tt5028340/?ref_=ev_nom,Satellite,2019,Best Art Direction & Production Design,1,2
1,Black Panther,,https://www.imdb.com//title/tt1825683/?ref_=ev_nom,Satellite,2019,Best Art Direction & Production Design,0,2
2,Fantastic Beasts: The Crimes of Grindelwald,,https://www.imdb.com//title/tt4123430/?ref_=ev_nom,Satellite,2019,Best Art Direction & Production Design,0,2
3,First Man,,https://www.imdb.com//title/tt1213641/?ref_=ev_nom,Satellite,2019,Best Art Direction & Production Design,0,2
4,Roma,,https://www.imdb.com//title/tt6155172/?ref_=ev_nom,Satellite,2019,Best Art Direction & Production Design,0,2
5,The Favourite,,https://www.imdb.com//title/tt5083738/?ref_=ev_nom,Satellite,2019,Best Art Direction & Production Design,0,2
0,A Star Is Born,Matthew Libatique,https://www.imdb.com//title/tt1517451/?ref_=ev_nom,Satellite,2019,Best Cinematography,1,2
1,Black Panther,Rachel Morrison,https://www.imdb.com//title/tt1825683/?ref_=ev_nom,Satellite,2019,Best Cinematography,0,2
2,Cold War,Lukasz Zal,https://www.imdb.com//title/tt6543652/?ref_=ev_nom,Satellite,2019,Best Cinematography,0,2
3,If Beale Street Could Talk,James Laxton,https://www.imdb.com//title/tt7125860/?ref_=ev_nom,Satellite,2019,Best Cinematography,0,2
4,Roma,Alfonso Cuarón,https://www.imdb.com//title/tt6155172/?ref_=ev_nom,Satellite,2019,Best Cinematography,0,2
